Longitude,Latitude
-75.47459933,22.21440202
-75.36524185,22.18989646
-75.25594821,22.16527199
-75.14671865,22.14052877
-75.03755344,22.11566695
-74.92845284,22.0906867
-74.81941711,22.06558815
-74.7104465,22.04037148
-74.60154126,22.01503683
-74.49270166,21.98958436
-74.38392793,21.96401423
-74.27522034,21.9383266
-74.16657913,21.91252162
-74.05800456,21.88659946
-73.94949687,21.86056028
-73.84105631,21.83440424
-73.73268312,21.80813149
-73.62437756,21.78174221
-73.51613986,21.75523655
-73.40797027,21.72861468
-73.29986902,21.70187676
-73.19183637,21.67502295
-73.08387255,21.64805343
-72.9759778,21.62096835
-72.86815235,21.59376789
-72.76039645,21.56645221
-72.65271033,21.53902148
-72.54509422,21.51147586
-72.43754836,21.48381553
-72.33007297,21.45604066
-72.2226683,21.42815141
-72.11533456,21.40014795
-72.008072,21.37203047
-71.90088083,21.34379913
-71.79376128,21.31545409
-71.68671359,21.28699555
-71.57973796,21.25842366
-71.47283464,21.22973861
-71.36600383,21.20094056
-71.25924576,21.1720297
-71.15256065,21.1430062
-71.04594872,21.11387024
-70.93941019,21.08462199
-70.83294528,21.05526163
-70.72655419,21.02578934
-70.62023714,20.9962053
-70.51399436,20.96650969
-70.40782604,20.93670269
-70.30173241,20.90678448
-70.19571367,20.87675524
-70.08977002,20.84661515
-69.98390169,20.8163644
-69.87810887,20.78600316
-69.77239177,20.75553163
-69.6667506,20.72494998
-69.56118555,20.6942584
-69.45569684,20.66345707
-121.0532539,21.72125996
-120.9452403,21.74839057
-120.8371574,21.77540543
-120.7290054,21.80230439
-120.6207845,21.82908728
-120.5124951,21.85575393
-120.4041373,21.88230418
-120.2957115,21.90873787
-120.1872177,21.93505482
-120.0786564,21.96125489
-119.9700277,21.9873379
-119.8613318,22.0133037
-119.7525691,22.03915212
-119.6437398,22.06488301
-119.5348442,22.09049621
-119.4258824,22.11599155
-119.3168547,22.14136888
-119.2077614,22.16662805
-119.0986028,22.19176889
-118.9893791,22.21679125
-118.8800906,22.24169497
-118.7707375,22.2664799
-118.66132,22.29114589
-118.5518385,22.31569278
-118.4422932,22.34012041
-118.3326844,22.36442865
-118.2230123,22.38861733
-118.1132772,22.4126863
-118.0034794,22.43663542
-117.8936191,22.46046453
-117.7836965,22.48417349
-117.6737121,22.50776215
-117.563666,22.53123036
-117.4535585,22.55457797
-117.3433899,22.57780484
-117.2331604,22.60091082
-117.1228703,22.62389578
-117.01252,22.64675955
-116.9021096,22.66950201
-116.7916395,22.69212301
-116.6811099,22.7146224
-116.5705212,22.73700004
-116.4598735,22.75925581
-116.3491672,22.78138954
-116.2384026,22.80340112
-116.1275799,22.82529039
-116.0166994,22.84705722
-115.9057614,22.86870148
-115.7947662,22.89022302
-115.6837142,22.91162171
-115.5726054,22.93289742
-115.4614404,22.95405001
-115.3502193,22.97507935
-115.2389424,22.99598531
-115.1276101,23.01676775
-115.0162225,23.03742655
-114.9047801,23.05796156
-114.7932832,23.07837267
-114.6817319,23.09865975
-114.5701266,23.11882266
-114.4584677,23.13886128
-114.3467553,23.15877548
-114.2349899,23.17856514
-114.1231716,23.19823012
-114.0113009,23.21777031
-113.899378,23.23718559
-113.7874031,23.25647582
-113.6753767,23.27564088
-113.563299,23.29468067
-113.4511704,23.31359504
-113.338991,23.33238389
-113.2267614,23.35104709
-113.1144816,23.36958453
-113.0021521,23.38799609
-112.8897732,23.40628164
-112.7773452,23.42444108
-112.6648683,23.44247429
-112.552343,23.46038115
-112.4397695,23.47816155
-112.3271481,23.49581538
-112.2144792,23.51334252
-112.101763,23.53074287
-111.9889999,23.5480163
-111.8761902,23.56516271
-111.7633342,23.582182
-111.6504323,23.59907405
-111.5374847,23.61583875
-111.4244919,23.632476
-111.311454,23.6489857
-111.1983714,23.66536772
-111.0852445,23.68162198
-110.9720736,23.69774837
-110.858859,23.71374678
-110.745601,23.72961711
-110.6323,23.74535925
-110.5189562,23.76097312
-110.4055701,23.77645861
-110.2921419,23.79181562
-110.1786719,23.80704404
-110.0651606,23.82214379
-109.9516082,23.83711477
-109.8380151,23.85195688
-109.7243816,23.86667002
-109.610708,23.8812541
-109.4969946,23.89570903
-109.3832419,23.91003471
-109.2694501,23.92423105
-109.1556196,23.93829797
-109.0417508,23.95223536
-108.9278438,23.96604314
-108.8138992,23.97972123
-108.6999172,23.99326953
-108.5858981,24.00668795
-108.4718424,24.01997642
-108.3577503,24.03313484
-108.2436223,24.04616313
-108.1294585,24.0590612
-108.0152595,24.07182897
-107.9010254,24.08446637
-107.7867568,24.0969733
-107.6724539,24.1093497
-107.558117,24.12159546
-107.4437466,24.13371053
-107.3293429,24.14569482
-107.2149063,24.15754825
-107.1004372,24.16927075
-106.9859359,24.18086224
-106.8714027,24.19232264
-106.7568381,24.20365189
-106.6422423,24.2148499
-106.5276157,24.22591661
-106.4129587,24.23685195
-106.2982716,24.24765583
-106.1835548,24.25832821
-106.0688086,24.26886899
-105.9540333,24.27927813
-105.8392295,24.28955554
-105.7243973,24.29970116
-105.6095371,24.30971493
-105.4946494,24.31959679
-105.3797344,24.32934666
-105.2647925,24.33896448
-105.1498241,24.3484502
-105.0348296,24.35780375
-104.9198092,24.36702507
-104.8047634,24.3761141
-104.6896925,24.38507078
-104.5745969,24.39389505
-104.459477,24.40258686
-104.344333,24.41114615
-104.2291654,24.41957286
-104.1139745,24.42786694
-103.9987607,24.43602833
-103.8835244,24.44405699
-103.7682659,24.45195286
-103.6529856,24.45971589
-103.5376838,24.46734602
-103.4223609,24.47484322
-103.3070173,24.48220742
-103.1916533,24.48943859
-103.0762694,24.49653667
-102.9608658,24.50350162
-102.845443,24.51033339
-102.7300012,24.51703195
-102.614541,24.52359723
-102.4990626,24.53002922
-102.3835664,24.53632785
-102.2680528,24.54249309
-102.1525222,24.5485249
-102.0369749,24.55442324
-101.9214113,24.56018808
-101.8058317,24.56581937
-101.6902366,24.57131707
-101.5746263,24.57668116
-101.4590012,24.5819116
-101.3433616,24.58700835
-101.227708,24.59197137
-101.1120406,24.59680065
-100.9963599,24.60149614
-100.8806663,24.60605782
-100.76496,24.61048565
-100.6492416,24.61477961
-100.5335113,24.61893967
-100.4177695,24.6229658
-100.3020166,24.62685798
-100.1862531,24.63061617
-100.0704791,24.63424037
-99.95469523,24.63773053
-99.83890173,24.64108664
-99.72309901,24.64430868
-99.60728745,24.64739663
-99.49146741,24.65035046
-99.37563928,24.65317016
-99.25980343,24.65585571
-99.14396023,24.65840708
-99.02811006,24.66082428
-98.9122533,24.66310727
-98.79639032,24.66525604
-98.6805215,24.66727059
-98.56464722,24.66915089
-98.44876785,24.67089693
-98.33288376,24.67250871
-98.21699534,24.67398621
-98.10110296,24.67532942
-97.985207,24.67653834
-97.86930784,24.67761295
-97.75340585,24.67855325
-97.6375014,24.67935923
-97.52159489,24.68003089
-97.40568667,24.68056823
-97.28977714,24.68097123
-97.17386666,24.6812399
-97.05795562,24.68137424
-96.94204438,24.68137424
-96.82613334,24.6812399
-96.71022286,24.68097123
-96.59431333,24.68056823
-96.47840511,24.68003089
-96.3624986,24.67935923
-96.24659415,24.67855325
-96.13069216,24.67761295
-96.014793,24.67653834
-95.89889704,24.67532942
-95.78300466,24.67398621
-95.66711624,24.67250871
-95.55123215,24.67089693
-95.43535278,24.66915089
-95.3194785,24.66727059
-95.20360968,24.66525604
-95.0877467,24.66310727
-94.97188994,24.66082428
-94.85603977,24.65840708
-94.74019657,24.65585571
-94.62436072,24.65317016
-94.50853259,24.65035046
-94.39271255,24.64739663
-94.27690099,24.64430868
-94.16109827,24.64108664
-94.04530477,24.63773053
-93.92952088,24.63424037
-93.81374695,24.63061617
-93.69798337,24.62685798
-93.5822305,24.6229658
-93.46648874,24.61893967
-93.35075844,24.61477961
-93.23503998,24.61048565
-93.11933374,24.60605782
-93.00364008,24.60149614
-92.88795939,24.59680065
-92.77229203,24.59197137
-92.65663837,24.58700835
-92.5409988,24.5819116
-92.42537367,24.57668116
-92.30976336,24.57131707
-92.19416825,24.56581937
-92.07858871,24.56018808
-91.96302509,24.55442324
-91.84747778,24.5485249
-91.73194715,24.54249309
-91.61643356,24.53632785
-91.50093739,24.53002922
-91.385459,24.52359723
-91.26999876,24.51703195
-91.15455704,24.51033339
-91.03913421,24.50350162
-90.92373064,24.49653667
-90.80834669,24.48943859
-90.69298273,24.48220742
-90.57763912,24.47484322
-90.46231624,24.46734602
-90.34701445,24.45971589
-90.23173411,24.45195286
-90.11647559,24.44405699
-90.00123926,24.43602833
-89.88602547,24.42786694
-89.77083459,24.41957286
-89.65566699,24.41114615
-89.54052302,24.40258686
-89.42540306,24.39389505
-89.31030745,24.38507078
-89.19523657,24.3761141
-89.08019077,24.36702507
-88.96517042,24.35780375
-88.85017587,24.3484502
-88.73520748,24.33896448
-88.62026562,24.32934666
-88.50535063,24.31959679
-88.39046289,24.30971493
-88.27560274,24.29970116
-88.16077054,24.28955554
-88.04596666,24.27927813
-87.93119144,24.26886899
-87.81644523,24.25832821
-87.70172841,24.24765583
-87.58704131,24.23685195
-87.4723843,24.22591661
-87.35775772,24.2148499
-87.24316194,24.20365189
-87.12859729,24.19232264
-87.01406413,24.18086224
-86.89956282,24.16927075
-86.7850937,24.15754825
-86.67065712,24.14569482
-86.55625343,24.13371053
-86.44188299,24.12159546
-86.32754612,24.1093497
-86.2132432,24.0969733
-86.09897455,24.08446637
-85.98474053,24.07182897
-85.87054148,24.0590612
-85.75637775,24.04616313
-85.64224967,24.03313484
-85.5281576,24.01997642
-85.41410187,24.00668795
-85.30008283,23.99326953
-85.18610082,23.97972123
-85.07215618,23.96604314
-84.95824924,23.95223536
-84.84438035,23.93829797
-84.73054985,23.92423105
-84.61675807,23.91003471
-84.50300535,23.89570903
-84.38929203,23.8812541
-84.27561843,23.86667002
-84.16198491,23.85195688
-84.04839178,23.83711477
-83.93483939,23.82214379
-83.82132806,23.80704404
-83.70785813,23.79181562
-83.59442993,23.77645861
-83.48104379,23.76097312
-83.36770003,23.74535925
-83.254399,23.72961711
-83.141141,23.71374678
-83.02792638,23.69774837
-82.91475546,23.68162198
-82.80162856,23.66536772
-82.68854601,23.6489857
-82.57550813,23.632476
-82.46251525,23.61583875
-82.34956769,23.59907405
-82.23666576,23.582182
-82.12380979,23.56516271
-82.01100011,23.5480163
-81.89823702,23.53074287
-81.78552085,23.51334252
-81.67285191,23.49581538
-81.56023053,23.47816155
-81.44765701,23.46038115
-81.33513167,23.44247429
-81.22265482,23.42444108
-81.11022679,23.40628164
-80.99784787,23.38799609
-80.88551839,23.36958453
-80.77323864,23.35104709
-80.66100895,23.33238389
-80.54882962,23.31359504
-80.43670096,23.29468067
-80.32462327,23.27564088
-80.21259686,23.25647582
-80.10062203,23.23718559
-79.9886991,23.21777031
-79.87682836,23.19823012
-79.76501011,23.17856514
-79.65324466,23.15877548
-79.54153231,23.13886128
-79.42987336,23.11882266
-79.3182681,23.09865975
-79.20671683,23.07837267
-79.09521985,23.05796156
-78.98377746,23.03742655
-78.87238995,23.01676775
-78.76105761,22.99598531
-78.64978074,22.97507935
-78.53855963,22.95405001
-78.42739457,22.93289742
-78.31628585,22.91162171
-78.20523376,22.89022302
-78.09423859,22.86870148
-77.98330062,22.84705722
-77.87242014,22.82529039
-77.76159744,22.80340112
-77.6508328,22.78138954
-77.5401265,22.75925581
-77.42947883,22.73700004
-77.31889006,22.7146224
-77.20836049,22.69212301
-77.09789037,22.66950201
-76.98748001,22.64675955
-76.87712966,22.62389578
-76.76683962,22.60091082
-76.65661014,22.57780484
-76.54644152,22.55457797
-76.43633401,22.53123036
-76.3262879,22.50776215
-76.21630346,22.48417349
-76.10638094,22.46046453
-75.99652063,22.43663542
-75.88672279,22.4126863
-75.77698769,22.38861733
-75.6673156,22.36442865
-75.55770677,22.34012041
-75.44816148,22.31569278
-75.33867998,22.29114589
-75.22926254,22.2664799
-75.11990942,22.24169497
-75.01062087,22.21679125
-74.90139717,22.19176889
-74.79223856,22.16662805
-74.68314529,22.14136888
-74.57411764,22.11599155
-74.46515585,22.09049621
-74.35626017,22.06488301
-74.24743085,22.03915212
-74.13866816,22.0133037
-74.02997233,21.9873379
-73.92134362,21.96125489
-73.81278228,21.93505482
-73.70428854,21.90873787
-73.59586267,21.88230418
-73.48750489,21.85575393
-73.37921547,21.82908728
-73.27099463,21.80230439
-73.16284262,21.77540543
-73.05475968,21.74839057
-72.94674605,21.72125996
-72.83880197,21.69401378
-72.73092768,21.66665219
-72.62312341,21.63917537
-72.51538939,21.61158347
-72.40772586,21.58387668
-72.30013306,21.55605516
-72.19261121,21.52811907
-72.08516055,21.5000686
-71.9777813,21.47190392
-71.87047369,21.44362519
-71.76323796,21.41523258
-71.65607432,21.38672628
-71.548983,21.35810646
-71.44196423,21.32937329
-71.33501823,21.30052695
-71.22814521,21.2715676
-71.12134541,21.24249544
-71.01461904,21.21331063
-70.90796631,21.18401336
-70.80138745,21.1546038
-70.69488268,21.12508213
-70.5884522,21.09544853
-70.48209623,21.06570318
-70.37581499,21.03584626
-70.26960868,21.00587795
-70.16347751,20.97579844
-70.05742171,20.9456079
-69.95144146,20.91530652
-69.84553699,20.88489447
-69.7397085,20.85437196
-69.63395618,20.82373915
-69.52828026,20.79299624
-69.42268092,20.76214341
-121.0825552,21.82159203
-120.9744225,21.84876822
-120.8662202,21.87582847
-120.7579486,21.90277263
-120.6496079,21.92960053
-120.5411984,21.956312
-120.4327203,21.98290689
-120.3241739,22.00938502
-120.2155594,22.03574622
-120.106877,22.06199035
-119.998127,22.08811724
-119.8893097,22.11412672
-119.7804253,22.14001863
-119.671474,22.16579282
-119.5624561,22.19144912
-119.4533718,22.21698738
-119.3442215,22.24240744
-119.2350054,22.26770913
-119.1257236,22.2928923
-119.0163765,22.3179568
-118.9069644,22.34290247
-118.7974874,22.36772916
-118.687946,22.3924367
-118.5783402,22.41702496
-118.4686704,22.44149376
-118.3589368,22.46584297
-118.2491398,22.49007242
-118.1392795,22.51418198
-118.0293562,22.53817148
-117.9193703,22.56204078
-117.8093219,22.58578973
-117.6992114,22.60941817
-117.589039,22.63292598
-117.478805,22.65631298
-117.3685096,22.67957905
-117.2581532,22.70272403
-117.147736,22.72574778
-117.0372583,22.74865015
-116.9267203,22.77143101
-116.8161224,22.7940902
-116.7054648,22.81662759
-116.5947478,22.83904303
-116.4839717,22.86133639
-116.3731367,22.88350752
-116.2622432,22.90555628
-116.1512914,22.92748254
-116.0402816,22.94928616
-115.9292142,22.970967
-115.8180893,22.99252492
-115.7069073,23.01395979
-115.5956684,23.03527147
-115.4843731,23.05645983
-115.3730214,23.07752473
-115.2616138,23.09846605
-115.1501506,23.11928365
-115.0386319,23.13997739
-114.9270582,23.16054716
-114.8154297,23.18099281
-114.7037467,23.20131421
-114.5920095,23.22151125
-114.4802184,23.24158379
-114.3683738,23.2615317
-114.2564758,23.28135486
-114.1445249,23.30105315
-114.0325212,23.32062643
-113.9204652,23.34007458
-113.8083571,23.35939749
-113.6961972,23.37859502
-113.5839859,23.39766706
-113.4717234,23.41661348
-113.3594101,23.43543417
-113.2470462,23.454129
-113.134632,23.47269785
-113.022168,23.49114061
-112.9096543,23.50945717
-112.7970913,23.52764739
-112.6844794,23.54571118
-112.5718187,23.5636484
-112.4591097,23.58145896
-112.3463527,23.59914273
-112.2335479,23.6166996
-112.1206958,23.63412946
-112.0077965,23.65143219
-111.8948505,23.6686077
-111.781858,23.68565587
-111.6688194,23.70257658
-111.5557349,23.71936973
-111.442605,23.73603522
-111.32943,23.75257294
-111.2162101,23.76898278
-111.1029456,23.78526463
-110.989637,23.8014184
-110.8762846,23.81744397
-110.7628886,23.83334125
-110.6494494,23.84911014
-110.5359673,23.86475052
-110.4224427,23.88026231
-110.3088758,23.89564541
-110.1952671,23.91089971
-110.0816168,23.92602511
-109.9679253,23.94102153
-109.8541929,23.95588885
-109.74042,23.970627
-109.6266068,23.98523587
-109.5127538,23.99971536
-109.3988612,24.0140654
-109.2849295,24.02828587
-109.1709588,24.0423767
-109.0569496,24.05633779
-108.9429023,24.07016906
-108.828817,24.0838704
-108.7146943,24.09744174
-108.6005344,24.11088299
-108.4863377,24.12419406
-108.3721045,24.13737486
-108.2578352,24.15042531
-108.1435301,24.16334532
-108.0291895,24.17613482
-107.9148138,24.18879372
-107.8004034,24.20132193
-107.6859585,24.21371939
-107.5714796,24.22598599
-107.456967,24.23812168
-107.342421,24.25012637
-107.227842,24.26199997
-107.1132303,24.27374243
-106.9985864,24.28535365
-106.8839104,24.29683356
-106.7692029,24.3081821
-106.6544641,24.31939918
-106.5396943,24.33048473
-106.4248941,24.34143869
-106.3100636,24.35226098
-106.1952033,24.36295152
-106.0803135,24.37351026
-105.9653946,24.38393713
-105.8504469,24.39423204
-105.7354708,24.40439495
-105.6204666,24.41442578
-105.5054347,24.42432447
-105.3903755,24.43409095
-105.2752893,24.44372517
-105.1601765,24.45322705
-105.0450374,24.46259653
-104.9298724,24.47183357
-104.8146819,24.48093808
-104.6994662,24.48991003
-104.5842257,24.49874934
-104.4689607,24.50745596
-104.3536716,24.51602984
-104.2383588,24.52447092
-104.1230227,24.53277914
-104.0076635,24.54095445
-103.8922817,24.54899679
-103.7768777,24.55690612
-103.6614517,24.56468238
-103.5460042,24.57232553
-103.4305356,24.57983551
-103.3150461,24.58721227
-103.1995362,24.59445577
-103.0840063,24.60156595
-102.9684566,24.60854278
